ISO_COUNTRY_CODE,AWARD_VALUE_EURO,CRIT_CRITERIA
RO,,
IT,25748,30---70
LV,100575,Piedāvāto pārtikas produktu daudzums ar NPKS un LPIA; kas pārsniedz tehniskajā specifikācijā norādīto minimālo apjomu---Videi draudzīga pārtikas produktu piegāde; samazinot vides piesārņojumu ar autotransporta izplūdes gāzēm un ceļa infrastruktūras slodzi
PL,14678.61,
CZ,387612,
HR,,Rok isporuke
HR,,
CZ,16241.53,
PL,144266.57,Długość okresu gwarancji---Parametry techniczne
LT,,
DE,0.01,
PL,116381.24,
FR,,Performance en matière de protection de l&apos;environnement---Qualité de service---Valeur technique
DK,24035975.94,
PL,,Termin dostawy
LT,,
ES,691110.05,Bolsa de horas
DE,191465.47,
PL,29984.41,Czas dostaw---Termin płatności
ES,183674.2,Bolsa de horas---Criterio económico---Instalación contenedores higiénico-sanitarios
CZ,,
FR,,Valeur technique
SI,8787,
LT,,
RO,328746.34,Termen de garanție
PL,9889.24,
CZ,13955.71,
PL,4490.88,
PT,,
DE,,
RO,,
PL,16966.44,Czas dostawy produktów---Okres udzielonej gwarancji na cały przedmiot zamówienia---Zatrudnienie przy realizacji zadania jednej lub więcej osoby niepełnosprawnej
LV,16870,
RO,48.26,
PL,,Jakość (ocena techniczna)
ES,79000,1. Criterio del precio---2. Antigüedad del material móvil---3. Seguridad del material móvil---4. Criterios de carácter ambiental---5. Criterios de carácter social
DE,417561.48,
RO,,
FI,475000,
FR,691950,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique
PL,147524.2,
RO,,
RO,,
RO,,
CZ,275574.6,
SI,5111.41,Embalaža---Sheme kakovosti---Več ekoloških živil
BG,,
FR,31440,
GR,1016.74,
CZ,53887.38,
MT,,
DE,5541,
RO,,
UK,6890.19,
SI,7184.32,
DE,,
SE,1548762.41,
PL,30761.36,kryterium pozacenowe
RO,247.32,
LV,158400,
RO,,
SI,,Popust
FR,24960,Valeur technique
SI,,
UK,,As stated in invitation to tender (ITT) document
FR,29099.25,Valeur technique
ES,,Ampliación de garantía---Calidad de los materiales---Embalajes utilizados---Muestras---Oferta económica---Reducción del plazo de entrega de pedidos---Reducción del plazo de la puesta a disposición---Reducción del plazo de reposición de los pedidos---Reducción del plazo de retirada de los materiales defectuosos
LT,,Užtikrinama greitaveika
PL,12592.38,Termin wykonania---Warunki płatności
LT,,
PL,2326.88,Termin sporządzenia operatu szacunkowego---Zaoferowanie przez Wykonawcę wykonania aktualizacji sporządzonych operatów; na żądanie Zamawiającego; w okresie do 24 miesięcy licząc od daty sporządzenia operatu
SI,8960.06,varnost in kakovost
FR,,Valeur technique
PT,,Qualidade
RO,,
FR,160000,Valeur technique
RO,140290.73,
UK,8088679.27,
SE,0.09,
PT,27385,Classificação referente ao valor global da proposta---Classificação referente às características técnicas
RO,,
RO,295.87,
FR,,Valeur technique
HU,4839.33,
FR,1,La valeur technique de l&apos;offre appréciée au regard du mémoire technique---Les prix des prestations
RO,71488.42,
DE,200000,Wirtschaftlich günstigstes Angebot unter Berücksichtigung von Herstellungs-/Beschaffungs- und Betriebskosten
SE,157.61,
NL,,Marktconsultatie Ademlucht Totaal VNOG---Marktconsultatie Ademlucht Totaal VNOG
IT,14228172,
PL,69026.24,
PL,66595.31,
ES,2372436.04,
RO,5.27,
RO,,
FR,21268.71,Développement durable---Insertion---Planning délai---Technique
UK,1000,Added value benefits---Breadth of cover---Claims handling
RO,775.51,
UK,103684.36,Quality
HR,473443.73,Rok0-24h 25-47h 48h
FR,137724,Valeur techbique
PL,844.8,Termin dostawy
RO,3308.54,
FR,864625,Qualité de l&apos;offre
RO,1958986.37,Experienta prestatorului in executarea serviciilor de curatenie – punctaj maxim de 10 puncte
ES,21596.59,Oferta económica---Oferta técnica
RO,275.35,
RO,382.69,
RO,,
FI,1600000,Laatu
FR,19500,Planning prévisionnel---Valeur technique
PL,6089.63,Zadeklarowana ilość miesięcy stałej ceny dla wszystkich zaoferowanych produktów
HU,47718.02,A jótállás mértéke a keret megállapodás alapján lehívott munkák esetén hónapban (hó)---A keret megállapodás alapján kötött szerződések teljesítése során a munkaterületre történő felvonulás maximális ideje (nap)
LT,,
PL,,Termin dostawy
DK,,Dækningsomfang
PT,0.01,
BG,138101.44,
PL,1418829.34,
IT,779.22,criteri precisati nel capitolato tecnico
SE,740538.29,
PL,696.61,
DE,56384,
FR,200000,Valeur technique
BG,120829.94,План за гаранционна подръжка---Срок за доставка на оборудването---Съвместимост на предлаганото оборудване с изискванията на възложителя и технологична последователност на изпълнението
IT,,qualità
LT,,
UK,,
DE,26386.15,Funktionalität/Gebrauchswert---Service/Kundendienst---Technischer Wert
IT,265000,Prezzo punti 30---Qualità punti 70
LT,,
FR,2980,valeur technique
RO,1051.3,
FR,1449685.3,Valeur technique
SI,,Cena---Čas prevzema celotne količine odpadkov
LT,,
PL,8443.78,
FI,63000,
RO,22.13,
CZ,4487.7,
ES,258101.05,1º. Precio; lote 1---2º.1 Garantías---2º.2 Mantenimiento---2º.3 Plazo de suministro---3º. Características técnicas
PL,49848.75,
RO,,
RO,1466.71,
PL,54147.93,Częstotliwość mycia okien; framug okiennych i parapetów zewnętrznych---Rodzaj papieru toaletowego i ręczników papierowych---Termin utrzymania czystości ciągów komunikacyjnych na terenie zewnętrznym w okresie zimowym
RO,,
RO,,
BG,,П2.1 — организация на персонала---П2.2 — срок за изпълнение на дейността СМР---П2.3 — професионална компетентност на експерт № 1 Ръководител на проект---П2.4 — професионална компетентност на експерт № 2 Технически ръководител---П2.5 — професионална компетентност на експерт № 3 Координатор по безопасност и здраве---П2.6 — професионална компетентност на експерт № 4 Отговорник по качеството---П2.7 — професионална компетентност на експерт № 5 Отговорник по опазване на околна среда
RO,1254.67,
LV,27.06,
GR,,
SI,8999.6,Cena---Dodatne ugodnosti
BG,,
CZ,30911.57,
CZ,13620.96,
RO,46027.88,
PL,7965.98,
NO,198150.46,
DE,1,
IT,,
DE,476170,Büroorganisation und Projektteam---Herangehensweise und Methodik
PL,2339.91,
FR,420000,valeur technique
ES,47.51,Mejoras/ponderación
NL,291784.19,Prijs
RO,1156.93,
SE,755493.86,Bästa förhållande mellan pris och kvalitet
LT,5193.83,
PL,15024.99,Cena brutto---Termin dostawy zamówienia
RO,490.35,
BG,7829.38,
ES,3109800,
HR,2479034.54,Jamstveni rok---Odziv na hitnu intervenciju---Rok isporuke i ugradnje
FR,178000,Délai d&apos;exécution sur la base des horaires d&apos;accueil---Mesures relatives à la protection de l&apos;environnement---Organisation et qualification du personnel assigné à l&apos;exécution du marché public
FR,48623.9,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
UK,45570024.04,
FR,545000,Valeur technique de l&apos;offre (couverture fonctionnelle) en points---Valeur technique de l&apos;offre (prestations de services) en points
RO,590.06,
SI,4078.73,
PL,8958.78,Termin realizacji dostawy częściowej
RO,1738.98,
RO,,
UK,21.08,Attributes---Capability---Client Review---Custom Metric---Features---Qualifications
DE,32375,
LT,,
RO,300276.06,
RO,,
PL,72216.12,
CH,276159.65,Prix---Qualité
ES,286420.8,Oferta económica---Oferta técnica
DE,,
PL,29877.14,
FR,454580,Qualité---Valeur technique
PL,2405829.07,Okres gwarancji jakości
DK,,
DE,,
PT,74.9,
FR,,La valeur technique
LT,315038.1,
RO,333081.67,
UK,3.58,Attributes---Capability---Client review---Custom metric---Features---Qualifications
UK,3938.55,
DE,0.01,
PL,17354.53,
BG,1005511.81,Професионална компетентност на персонала
SE,47.22,
RO,1299.83,
IT,1169223.1,
UK,,Quality
FR,144000,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
PL,95983.8,Cena---Termin płatności
BE,638000,Contrats de maintenance---Extension du délai de garantie---Qualité technique
BG,107527.19,
RO,9532.25,
DE,0.01,Garatie---Kompaktheit
PL,,
RO,11601.9,
DE,,
DE,666836.6,Kommunikation und Koordination---Lebenszykluskosten---Projekteinschätzung/Auftragskonzeption---Präsenz (Ausführungsphase)
RO,25298.4,
PL,136008.04,
CZ,,
PT,,
ES,4675,Criterios cuya valoración dependen de un juicio de valor lote 1---Criterios cuya valoración dependen de un juicio de valor lote 2---Criterios cuya valoración dependen de un juicio de valor lotes 3 al 12---Criterios evaluables de forma automática lote 1---Criterios evaluables de forma automática lote 2
PL,,
SI,,
DK,2539880.26,
DE,499516.32,
PL,707.84,
PL,148.77,
FR,8477.95,Franchises/montant des garanties---Gestion---Importances des réserves---Respect des préavis
IT,59754,Qualità
CZ,8577.89,
FI,,
PL,264.99,
DE,256352,Betriebskosten
UK,16.86,Attributes---Capability---Client review---Custom metric---Features---Qualifications
HU,355923.1,Vállalt szállítási határidő (legfeljebb 60 naptári nap)
FR,2450,Valeur technique
RO,,
RO,,
IT,156000,Qualità
CZ,109739.23,
RO,15840.52,
IT,75450.14,OFFERTA ECONOMICA---OFFERTA TECNICA
SI,5833,
CZ,,
UK,,Technical Merit---Price (rate cards)
PL,904.69,jakość
RO,13149.62,
DE,111913,
RO,,
PL,443886.22,Termin dostawy---Termin rozpatrzenia reklamacji
SI,,
RO,190294.82,
PL,,
PL,,Termin realizacji reklamacji
RO,,
LT,,
IT,28080,Corrispondenza alla richiesta e alla qualità
SI,495524.32,
BG,,
PL,4830.64,parametry jakościowe PJ
BG,,
LT,,
DE,481922.4,
DE,912171.96,Bauleiter---Gesamteindruck des Konzepts Kostenkriterium markieren---Gestalterische und funktionale Umsetzung---Honorarangebot---Kurzfristige Verfügbarkeit vor Ort---Maßnahme zur Ablauforganisation; Qualitätssicherung; Kostensicherung und -optimierung; Terminsicherung---Nachhaltigkeit---Projektanalyse---Projektbearbeiter---Projektleiter(in)---Stv. Projektleiter(in)
ES,132990,Criterios automáticos distintos del precio por lote---Precio por lote
ES,,CRITERIO CALIDAD---CRITERIO ECONOMICO
LT,,
UK,888.62,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,1348.7,
RO,221.27,
PL,2137867.65,Dyspozycyjność autotransformatora (czas usunięcia wad kluczowego elementu autotransformatora)---Okres gwarancji i rękojmi---Wartość strat
RO,9280.76,
UK,,As per document
FI,4050000,Kaluston ikä
FR,,Valeur technique de l&apos;offre
DE,147700,
RO,,
BG,,
ES,,
PT,479839.02,
DK,40181620.93,Kvalitet
PL,6.85,
CZ,,
RO,200890.8,
DE,0.01,
NL,97910,
IT,1435200,
PL,4215.14,
FR,301853.31,Adéquation de la méthodologie et des moyens proposés
RO,1275009.8,Termen de livrare produs
SI,1150755,
HU,676298.8,1. Szerződés teljesítésében résztvevő további autószerelő végzettségű és az AF. III.1.3) M.2. feltétel szerinti képzettséggel rendelkező szakember(ek) száma (fő; 0-4 fő)---2. Napi 24 órás szerviz ügyelet biztosítása (nem/igen; kijáró szerviz gépjármű nélkül/igen; kijáró szerviz gépjárművel)
PL,,
FI,2000000,Hinta---Laatu
RO,,
RO,,
FR,4000,Qualité
FR,26583.33,Prix et coûts de gestion---Qualité des prestations du fournisseur; notamment en matière d&apos;assistance technique; de sécurité d&apos;approvisionnement; puis d&apos;information et de suivi des produits---Qualité technique des DMS proposés
RO,2827.89,
DE,,
FR,120000,valeur technique
FI,104880,Laatu
RO,37562.05,
DE,188971.55,
BG,,Оценката на техническото предложение---П1 – Мерки за осигуряване на качество при изпълнение на строителството---П2 - Социални характеристики; свързани с изпълнението на договора
FR,,
LV,10980,
RO,765.81,
PL,102126.77,Cena oferty brutto---Okres gwarancji
DE,22413.5,
FR,,Organisation/moyens humains et matériels sur le chantier---Planning---Qualité et environnement---Technicité/méthodes d&apos;exécution
PL,884.21,kryterium poza cenowe
DE,0.01,
SE,,
PL,25176.84,Termin rozpatrzenia reklamacji dot. wad jakościowych---Termin uzupełnienia depozytu wyrobów medycznych; po każdym pobraniu elementów do wszczepienia
FR,,
PL,77136.08,
FR,43580,Valeur technique de l&apos;offre appréciée à l&apos;aide du mémoire technique.
PL,,
PT,15000000,
HU,4396.82,Átlagos szállítási távolság
PL,,Termin dostawy---Termin przydatności do użycia---Termin płatności
IT,,
DE,0.01,Energieeffizienzklasse---Ladedauer---Lebenszykluskosten---Reichweite
BG,213.16,
FR,2600000,Valeur technique
SI,422.23,
PL,12915,
PL,4866.06,termin dostawy
PL,94.47,Termin ważności asortymentu
UK,21149048.16,
DK,420841,
MK,,
SI,3817.95,
SE,8.59,uppdragsorganisation
DE,1,
DE,1,
PL,208961.02,
ES,156148.76,
RO,,
IT,4280160,Merito tecnico
DE,227094.65,
SI,402.74,Embalaža---Sheme kakovosti---Več ekoloških živil
CZ,109899.81,
CZ,16747.18,Celková nabídková cena (za počet strojů celkem)---Sazba za veškeré typy servisních a opravárenských prací---Sazba zahrnující veškeré náklady na dopravu servisního vozidla s technikem k zadavateli na místo opravy a zpět
RO,331.02,
RO,587.95,
PL,65740.14,Termin dostawy---Termin płatności
PL,21639.99,Termin pierwszej dostawy udostępnianego przedmiotu zamówienia---Termin rozpatrzenia reklamacji---Termin uzupełnienia wykorzystanego udostępnianego przedmiotu zamówienia
CZ,34015.78,
FR,,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché
SI,353300,Cena---Podaljšani gar. rok
RO,73916.5,
PL,11326.71,
DE,1,
PL,81618.63,
RO,227.43,
PL,2652.64,
RO,34908.26,1. geantă izotermă pentru transportul probelor biologice si vaccinurilor; 2. trusa TBC completă---1.Dovada detinerii spatiului necesar pentru prestarea serviciilor sanitar-veterinare din care sa reiasă ca se afla pe raza teritoriala a circumscripției sanitare veter... detalii pe www.e-licitatie.ro---Cer. nr. 1-Medic veterinar titular angajat cu domiciliul pe raza teritoriala circumscriptiei sanitar veterinare de asistenta în care urmeaza sa se presteze serviciile ... detalii pe www.e-licitatie.ro---Cer.nr.1- autoutilitară pentru prestarea serviciilor sanitarveterinare sau Cer.nr.2 - 1 autoturism Dovada deținerii de mijloace de transport se va face cu documente ju... detalii pe www.e-licitatie.ro---Ofertantul trebuie să depună acte/documente (contracte individuale de muncă sau contracte de servicii veterinare) cu menţiunea conform cu originalul”; care să ateste ... detalii pe www.e-licitatie.ro
PL,178739.3,Parametry jakościowe
SI,,
PL,23592.94,
ES,433700,Lote 1) Criterio medioambiental 1 — Uso de maquinaria y equipos de baja emisión acústica---Lote 1) Criterio medioambiental 2 — Cumplimiento de la norma EURO de emisiones de gases de combustión---Lote 1) Criterio medioambiental 3 — Uso de productos biodegradables en el baldeo---Lote 1) Criterio social mejora salarial---Lote 1) Mejora 1 — Jornadas extraordinarias de limpieza (incluidos días festivos)---Lote 1) Mejora 2 — Suministro de carretilla pulverización de aguas a presión---Lote 1) Mejora 3 — Jornadas de limpieza en vertederos incontrolados y «puntos negros» junto a contenedores---Lote 2) Criterio medioambiental 1 — Uso de maquinaria y equipos de baja emisión acústica---Lote 2) Criterio medioambiental 2 — Cumplimiento de la norma EURO de emisiones de gases de combustión---Lote 2) Criterio medioambiental 3 — Uso de productos biodegradables en la limpieza de contenedores---Lote 2) Criterio social mejora salarial---Lote 2) Mejora 1 — Número de jornadas de recogida de residuos en días festivos---Lote 2) Mejora 3 — Financiación de materiales para la realización de campañas de concienciación ciudadanas en relación con la recogida de residuos y excrementos de animales de compañía---Lote 2) Mejora 3 — Recogida quincenal (puerta a puerta) y transporte (hasta el ecoparque municipal) de los residuos sólidos voluminosos---Lote 2) Mejora 4 — Servicio de destrucción de documentación administrativa con datos confidenciales con expedición de certificado correspondiente hasta un máximo de 1 tonelada anual---Memoria técnica (lotes 1 y 2)---Precio (lotes 1 y 2)
RO,5057.64,
PL,159112.06,
LU,600000,Robustness of technical offer and level of originality and creativity; team proficiency; added value to EIF
RO,65826.61,Durata perioadei suplimentare de garanție
RO,,
BG,,
RO,118348.68,
SE,,
PL,6703.16,Termin dostawy
DE,85300,
RO,,
FR,12533996,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
DE,85698.52,Gesamteindruck des Konzepts---Honorarangebot---Maßnahmen zur Ablauforganisation; Qualitätssicherung; Kostensicherung und -optimierung---Nachhaltigkeit---Projektbearbeiter---Projektleiter(in)---gestalterische und funktionale Umsetzung; insbesondere in der Werkplanung (Lph. 5)---kurzfristige Verfügbarkeit vor Ort---strukturelle Herangehensweise/Projektanalyse---stv. Projektleiter(in)
DE,247876,Anschlussrate und Bandbreite---Endkundentarif---Höhe der angebotenen Wirtschaftlichkeitslücke---Symmetrische Bandbreiten
PL,417699.18,
FR,3750,
BG,981695.47,
FR,240000,Valeur technique---Valeur technique durée de la garantie; maintenance (pièces et main d&apos;œuvre; y compris déplacement; hors vandalisme et mauvaise manipulation)---Valeur technique délai de livraison (entre la réception de la commande et la livraison des conteneurs sur le lieu de livraison; sans dépasser le délai maximum de 8 semaines)---Valeur technique moyens humains affectés à la réalisation des missions et nom du contact en charge du marché---Valeur technique présence d&apos;une plaquette descriptive avec des caractéristiques techniques détaillées---Valeur technique qualité technique et esthétique (solidité système de préhension et mécanisme d&apos;ouverture; insonorisation; imputrescibilité bois utilisé; aspect esthétique et pratique; qualité signalétique)---Valeur technique éfforts en matière de développement durable pour le processus de fabrication (gestion de l&apos;eau; déchets) et utilisation de bois provenant de forêts gérés durablement
IT,,
RO,,
RO,59.43,
SE,188873.46,Minst 1 konferensrum för 10 personer samt servering av mat och fika
RO,62935.96,
DE,0.01,Besetzung der Teams
DE,317016,
ES,2988417.6,Bolsa de horas para eventos especiales---Bolsa de horas peones cualificados---Equipo multiprofesional---Mejoras en el ámbito social; laboral o medioambiental---Plan de mejoras automáticas---Proposición económica---Subcontratación de suministros y servicios directamente relacionados con el objeto del contrato a Pymes (cláusula 17 PPT)---Subcontratación de suministros y servicios directamente relacionados con el objeto del contrato a cooperativas; asociaciones o empresas de inserción laboral
LV,470000,
IT,,
RO,9362.53,
ES,35688.4,
ES,1155,
PL,,termin realizacji zamówienia
FR,15424,Frais de port---Prix
CZ,110953.56,
DE,0.01,Anzahl der Referenzgutachten
ES,,Lote 1 (A.1) Plazo de ejecución---Lote 1 (A.1) Plazo de garantía---Lote 1 (A.1.) Conforme Anexos del Pliego---Lote 1 (A.1.) Proposición económica---Lote 105 a 106 (D.1 a D.2) conforme anexos del pliego---Lote 105 a 106 (D.1 a D.2) plazo de garantía---Lote 105 a 106 (D.1 a D.2) proposición económica---Lote 105 a 106 (D.1 a D.2) tiempo de respuesta ante una deficiencia en garantía---Lote 2 a 6 (A.2 a A.6) Conforme anexos del pliego---Lote 2 a 6 (A.2 a A.6) Posibilidad de suministros futuros---Lote 2 a 6 (Lote A.2 a A.6) Plazo de garantía---Lote 2 a 6 (Lote A.2 a A.6) Proposición económica---Lote 7 al 97 (B.1 a B.91) conforme anexos pliego.---Lote 7 al 97 (B.1 a B.91) plazo de garantía---Lote 7 al 97 (B.1 a B.91) proposición económica---Lote 98 al 104 (C.1 a C.7) conforme anexos del pliego---Lote 98 al 104 (C.1 a C.7) plazo de garantía---Lote 98 al 104 (C.1 a C.7) proposición económica---Lote 98 al 104 (C.1 a C.7) tiempo de respuesta deficiencia en garantía
PL,,termin płatności---termin realizacji zamówienia
DE,,
DE,0.01,
UK,1.14,Adding value and innovation---Content requirements---Functional requirements---Information security---Non-functional requirements---Online system test---Service delivery---Sustainability/CSR---User licence management---User reports
LV,37109,
SI,,
DE,212448,Preis nach Erweiterter Richtwertmethode UfAB VI; Schwankungsbereich 6 %
RO,,
RO,,Oferta tehnica domiciliul personalului fata de circumscriptia sanitara-veterinara de asistenta unde urmeaza sa se presteze servicii sanitar-veterinare
DE,1000000,Angebotspreise---Arbeitsmuster
SK,,
IT,20295,Offerta Tecnica
IT,152765.98,Caratteristiche tecniche---TCO
GR,,
CZ,35060.38,
CY,668076.94,
IE,200000,1. Demonstrated understanding of the subject area---2. Range and depth of previous relevant experience with regard to the subject area---3. Quality and level of resources to be applied to the project/s---Cost
SI,10420,Ekonomsko najugodnejša ponudba
SE,0.09,
RO,,
DE,11304,Qualität
RO,563.04,
ES,,Criterios cualitativos (mejoras)---Precio
LT,,
LT,,
PL,,Czas uzupełnienia depozytu.
DE,216669.67,Erfüllungsgrad der Wertungskriterien---Service
BG,,
RO,2025.05,CRITERIU TEHNIC
BG,,
SI,8783.31,Več ponujenih živil iz shem kakovosti
CZ,467.47,Termín dodání znaleckých posudků oceňování movitých věcí v kalendářních dnech---Termín dodání znaleckých posudků oceňování ostatních movitých věcí v kalendářních dnech---Termín dodání znaleckých posudků oceňování pozemků v kalendářních dnech---Termín dodání znaleckých posudků oceňování rybníků v kalendářních dnech---Termín dodání znaleckých posudků oceňování staveb v kalendářních dnech
PL,,
PL,,Reklamacja jakościowa---Termin realizacji bieżącego zamówienia
ES,44000,
RO,2007.25,
PL,490.22,Pochodzenie energii z odnawialnych źródeł energii (OZE) i/lub kogeneracji
UK,12500.43,Lowest cost
FR,264116,Prix global de la prestation---Sous-critère a l&apos;entreprise qui aura le prix le moins élevé se verra attribuer la note de 60; les autres offres seront notées de façon inversement proportionnelle à cette dernière suivant la règle d---Sous-critère a méthodologie d&apos;intervention pour la mise en œuvre du chantier et des prestations liées au lot---Sous-critère b mémoire technique présentant l&apos;organisation et les moyens que la société mettra en œuvre afin de remplir les obligations de son marché---Sous-critère c hygiène et sécurité des intervenants du chantier et vis-à-vis des environnants---Valeur technique de l&apos;offre
PL,50900.74,Termin płatności [TP]---Termin wykonania [TW]
HU,44266.83,
PL,,cena---termin realizacji
PL,4854.02,
UK,854437.95,Price---Quality
UK,93060.49,
FR,80000,
DE,857176.18,
CH,1768500.13,Preis---Qualität---Referenzen
BG,76694.96,
ES,0.01,
FR,,Performance en matière de protection de l&apos;environnement---Qualité de service---Valeur technique
FR,4620,Prix pondéré---Valeur technique pondéré
ES,,Comodidad de uso; tanto para el profesional como para el paciente.---Existencia de estudios aleatorizados independientes y sin conflictos de interés; que avalen el uso de un determinado implante o fungible.---Facilidad de manejo del instrumental especialmente en el caso de material implantable.---Integración con la tecnología existente en los quirófanos de Neurocirugía (QB12) y de la U. de Raquis Quirúrgico (QB11)...---Manejabilidad y facilidad de integración en el uso hospitalario habitual; teniendo en especial consideración las características del HUMV.
DE,,
PL,3461.23,Reklamacja jakościowa---Termin realizacji bieżącego zamówienia
MT,630588.25,
LV,1332.79,
PL,,
PL,161336.56,Jakość techniczna---Oferowana cena---Termin dostawy
UK,108228807.09,General and Category specific
FR,512637.76,Délai d&apos;exécution---Valeur technique (des sous-critères sont détaillés dans le RC art. 6-2)
RO,6380,
RO,2392.68,
RO,531051.78,
RO,,
PL,8725.8,Termin dostawy
BG,,
RO,468540,
HR,,
DE,1,
CZ,,1. kritérium Nabídková cena v CZK bez DPH---2. kritérium Doba pro zrušení výuky
SI,,
RO,23560.15,
DE,,
RO,42.15,
DE,1,
CZ,60103.97,
PL,166249.48,
RO,1701.68,
PL,,
CZ,52646,
RO,12122.76,
RO,,
ES,350000,
LT,,
PL,117968.19,Termin dostawy
RO,,
DE,18335,
FR,100000,Délai de livraison---Qualité des prestations
SI,193.21,Embalaža
DK,,Functionality and performance---Reliability of delivery
PL,383836.06,
CZ,2025.44,
SI,,
SE,33534955.76,
RO,411.57,
BG,17811.13,Гаранционен срок---Органолептични и ергономични показатели---Предложена окончателна цена---Тегло на мострата
SK,226200,
DE,16470,
ES,76795.75,Ampliación plazo garantía---Oferta económica---Suministro de cuadros de mando de alumbrado público
BG,,
FR,,Prix de la prestation de nettoyage; 80 %; prix des consommables 20 %---Technique (garanties apportées en terme de mat. à faible consommation éner 60%; garanties APP. en terme Méthodo.— contrôle 20%; garanties APP. en terme Gestion ABs 15 %; garanties app. en terme format°---Technique (garanties apportées en terme de mat. à faible consommation éner 60%; garanties APP. en terme Méthodo.— contrôle 20%; garanties app. en terme gestion ABs 15 %; garanties app. en terme format°
GR,125820,
RO,948.31,
BG,,
RO,,
HR,33546.78,Rok isporuke
PL,7895.1,cena---okres gwarancji
IT,,
FR,,Capacités de mise en œuvre---Partenariat et démarche qualité---Pédagogie
GR,,
DE,135626.5,
ES,3624.45,Económica---Técnica
IT,16000,
PL,,
RO,,
IT,5880,Corrispondenza alla richiesta e alla qualità
FR,5770000,
DE,141639.75,
EE,276666,Allahindlus---Pakkumuste vahendamise maksimaalne teenustasu---Viisateenuste vahendamine
PT,1059922.29,Vários; definidos nas peças do procedimento
RO,,
GR,,
RO,152.57,
UK,1412.67,Attributes---Capability---Client review---Custom metric---Features---Qualifications
RO,783.93,
FR,80000,Valeur technique (cadre de réponse)
BG,62992.13,
SE,1416550.98,
DK,77912.16,Maskinernes egnethed
UK,962.71,Attributes---Capability---Client review---Custom metric---Features---Qualifications
EE,37779.75,
FR,93020,Le prix n&apos;est pas le seul critère d&apos;attribution et tous les critères sont énoncés uniquement dans les documents du marché.
RO,48253.8,
ES,478878.38,
ES,398759,
PL,,Okres gwarancji i rękojmi za wady
SI,,
BG,20058.87,
FR,104274,Justification des prestations P2---Justification des travaux prévus dans le cadre du P3---Prix des prestations P3---Prix des prestations d&apos;entretien P2---Taux horaires de travaux (Th)---Valeur technique des travaux prévus dans le cadre du P3
SI,8205.6,
PL,28849.16,Cena---Termin płatności
DE,,Das wirtschaftlich günstigste Angebot in Bezug auf den Angebotspreis
BG,,
RO,,Componenta financiara
IT,413000,
LU,90000,Quality
FR,1699705.2,Coût global d&apos;acquisition---Technique
RO,,
ES,,adecuación al entorno instrumental y tecnológico---caducidad adecuada y facilidad de almacenaje---calidad de la solución propuesta en el proyecto---control de calidad---documentación de prouestas de mejora---seguridad e impacto ambiental
FR,1500000,Clarté de l&apos;organisation et efficacité de la conduite des opérations---Cohérence et qualité du processus de gestion proposé---Frais de gestion
DE,179432,
IT,958341,
RO,,
RO,,
FR,64800,Contenu et méthodes pédagogiques appréciées au regard des cadres de réponse  caractéristiques pédagogiques  et  fiche action---Moyens mobilisés (techniques et humains) appréciés au regard du cadre de réponse  moyens techniques et humains mobilisés à l&apos;offre---Sécurisation des parcours appréciés au regard du cadre de réponse  caractéristiques pédagogiques  et  fiche action
CH,51377.07,Auftragsverständnis / PQM---Erfahrung / Referenzen---Erfahrung Flughafen luftseitig---Preis
ES,18700,
UK,382.79,
PL,,
RO,22486.25,
UK,1114187.09,
PL,,Termin dostawy
PL,,
BG,,
RO,,
CZ,5060.38,Celková nabídková cena (za počet strojů celkem)---Délka dodací lhůty---Sazba za veškeré typy servisních a opravárenských prací---Sazba zahrnující veškeré náklady na dopravu servisního vozidla s technikem k zadavateli na místo opravy a zpět.
BE,,
SI,3515.1,Embalaža
LT,,
SI,,Cena---Dodatne ugodnosti
RO,,
CZ,98.17,Nejnižší nabídková cena
DE,10000,
RO,,
BG,,Осигурена техническа помощ
ES,232547.69,Ampliación del periodo de soporte---Coste de adquisición
ES,52890,Ausencia de excipientes de declaración obligatoria (EDO)---Ausencia de látex---Criterio económico---Criterio mayor número de presentaciones disponibles en mercado---Criterio plazo de entrega pedidos ordinarios---Criterios sobre abastecimiento continuo del medicamento---Diferenciación visual entre las distintas presentaciones del medicamento---Embalaje y etiquetado de las cajas de transporte---Identificación del acondicionamiento primario del medicamento para su dispensación en dosis unitaria---Manipulación para su dispensación/reconstitución/administración---Otros aspectos técnicos diferenciales detectados por la Unidad Promotora que resulten de interés para las organizaciones de servicios---Periodo de validez/caducidad/estabilidad---Presencia de sistema que garanticen la seguridad en la manipulación del medicamento---Protección de la luz
LT,7430,
UK,,
RO,,Termenul de livrare
RO,,
SI,,
ES,,Garantía de los productos suministrados---Oferta económica---Plazos de entrega
ES,6,
UK,45570024.04,
UK,16.29,Attributes---Capability---Client Review---Custom Metric---Features---Qualifications
UK,,
UK,227280.49,Quality
